units,amount,probability,type,stage,source,account,assignedTo
35888,2.423373088E7,54.91,NEW_BUSINESS,VALUE_PROPOSITION,OTHER,JOHNSON CONTROLS,Brandea Royan
44840,3.02786584E7,42.39,NEW_BUSINESS,NEEDS_ANALYSIS,EMPLOYEE,HONEYWELL,Lloyd Rainforth
47016,3.174802416E7,79.43,NEW_BUSINESS,NEEDS_ANALYSIS,DIRECT_MAIL,HERBALIFE,Kellsie Vickress
44642,3.014495692E7,94.9,EXISTING_BUSINESS,PROSPECTING,CONFERENCE,CAPITAL ONE,Jacquenetta Hackly
20911,1.412036186E7,59.33,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,COLD_CALL,HALLIBURTON,Hanny Hubble
21324,1.439924424E7,92.98,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,EMAIL,PFIZER,Arly Bownas
17843,1.204866418E7,61.58,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,PARTNER,JOHNSON & JOHNSON,Arly Bownas
25499,1.721845474E7,54.11,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,COLD_CALL,CARGILL,Lloyd Rainforth
42915,2.89787829E7,61.52,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,CONFERENCE,US ARMY,Orelle Derham
35158,2.374079108E7,74.69,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,EXISTING_CUSTOMER,BANK OF AMERICA,Kassandra Medley
26154,1.766075004E7,30.11,NEW_BUSINESS,CLOSED_LOST,EMPLOYEE,EXXONMOBIL,Xever Canby
38201,2.579560726E7,75.17,EXISTING_BUSINESS,NEEDS_ANALYSIS,EXISTING_CUSTOMER,UPS,Jacquenetta Hackly
38518,2.600966468E7,66.95,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,SELF_GENERATED,DELL,Constantine Boseley
25786,1.741225436E7,31.03,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,COLD_CALL,INTEL CORPORATION,Daniel Ghion
49782,3.361579332E7,56.86,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,OTHER,LINKEDIN,Jephthah Hrishchenko
46514,3.140904364E7,36.13,NEW_BUSINESS,CLOSED_WON,WORD_OF_MOUTH,IBM,Isabelle Epsly
34483,2.328499058E7,46.66,NEW_BUSINESS,NEEDS_ANALYSIS,PUBLIC_RELATIONS,WALGREENS,Lloyd Rainforth
32468,2.192434168E7,82.93,EXISTING_BUSINESS,PROSPECTING,EXISTING_CUSTOMER,FORD MOTOR COMPANY,Lloyd Rainforth
32141,2.170353166E7,48.07,NEW_BUSINESS,CLOSED_WON,COLD_CALL,JACOBS,Brandea Royan
14541,9818955.0,86.1,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,WORD_OF_MOUTH,U.S. BANK,Hanny Hubble
33428,2.257259128E7,51.0,EXISTING_BUSINESS,CLOSED_WON,SELF_GENERATED,STATE FARM,Isabelle Epsly
31701,2.140641726E7,83.29,EXISTING_BUSINESS,CLOSED_WON,SELF_GENERATED,DXC TECHNOLOGY,Luce Cholwell
15064,1.017211664E7,53.71,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,WORD_OF_MOUTH,SALESFORCE,Somerset Dowty
22032,1.487732832E7,61.9,NEW_BUSINESS,PERCEPTION_ANALYSIS,EMAIL,US NAVY,Kassandra Medley
16018,1.081631468E7,69.25,NEW_BUSINESS,CLOSED_WON,PUBLIC_RELATIONS,SCHNEIDER ELECTRIC,Constantine Boseley
36536,2.467129936E7,84.53,EXISTING_BUSINESS,CLOSED_LOST,PARTNER,UNITED STATES MARINE CORPS,Hanny Hubble
44226,2.986404876E7,96.06,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,WORD_OF_MOUTH,T-MOBILE,Somerset Dowty
47366,3.198436516E7,54.86,EXISTING_BUSINESS,CLOSED_LOST,TRADE_SHOW,AMERICAN AIRLINES,Shaina Clotworthy
16694,1.127279044E7,41.34,EXISTING_BUSINESS,PROSPECTING,CONFERENCE,METLIFE,Lenee Norgan
33092,2.234570392E7,45.43,NEW_BUSINESS,CLOSED_WON,CAMPAIGN,HEWLETT-PACKARD,Orelle Derham
36530,2.46672478E7,76.18,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,PARTNER,ELI LILLY AND COMPANY,Leona Knaggs
11634,7855974.0,42.11,EXISTING_BUSINESS,NEEDS_ANALYSIS,EMPLOYEE,MERCK,Brena Bass
31143,2.102962218E7,77.17,NEW_BUSINESS,PROSPECTING,PARTNER,MCDONALD'S CORPORATION,Isabelle Epsly
25776,1.740550176E7,34.23,NEW_BUSINESS,NEEDS_ANALYSIS,TRADE_SHOW,UNITED STATES AIR FORCE,Jacquenetta Hackly
26597,1.795989022E7,44.7,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,PARTNER,UBER,Ella Quickenden
37111,2.505957386E7,51.71,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,COLD_CALL,INTEL CORPORATION,Jacquenetta Hackly
49969,3.374206694E7,70.16,NEW_BUSINESS,NEEDS_ANALYSIS,OTHER,LOS ANGELES UNIFIED SCHOOL DISTRICT,Shaina Clotworthy
33477,2.260567902E7,83.8,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,TRADE_SHOW,KROGER,Irwinn Airdrie
47377,3.199179302E7,36.68,EXISTING_BUSINESS,NEEDS_ANALYSIS,WORD_OF_MOUTH,WELLS FARGO,Daniel Ghion
40580,2.74020508E7,55.39,EXISTING_BUSINESS,VALUE_PROPOSITION,PARTNER,HONEYWELL,Ella Quickenden
22694,1.532435044E7,77.23,NEW_BUSINESS,VALUE_PROPOSITION,PUBLIC_RELATIONS,GENERAL MOTORS,Arly Bownas
33262,2.246049812E7,38.98,EXISTING_BUSINESS,CLOSED_LOST,EXISTING_CUSTOMER,IQVIA,Lenee Norgan
28289,1.910243014E7,66.81,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,COLD_CALL,ABBOTT,Daniel Ghion
26689,1.802201414E7,38.51,NEW_BUSINESS,PROSPECTING,SELF_GENERATED,INTEL CORPORATION,Shaina Clotworthy
21741,1.468082766E7,81.38,EXISTING_BUSINESS,VALUE_PROPOSITION,EMAIL,MCDONALD'S CORPORATION,Theo Beacock
38427,2.594821602E7,47.28,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,TRADE_SHOW,THE WALT DISNEY COMPANY,Jacquenetta Hackly
13563,9158551.0,59.21,EXISTING_BUSINESS,NEEDS_ANALYSIS,TRADE_SHOW,DELL EMC,Ella Quickenden
36097,2.437486022E7,94.68,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,DIRECT_MAIL,DXC TECHNOLOGY,Kellsie Vickress
46143,3.115852218E7,84.7,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,EMPLOYEE,UBER,Irwinn Airdrie
41837,2.825085262E7,92.56,EXISTING_BUSINESS,PROSPECTING,PUBLIC_RELATIONS,THALES,Hanny Hubble
35832,2.419591632E7,95.65,EXISTING_BUSINESS,NEEDS_ANALYSIS,EMPLOYEE,AIRBUS,Xever Canby
12236,8262481.36,74.88,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,TRADE_SHOW,INTEL CORPORATION,Leona Knaggs
23801,1.607186326E7,60.04,NEW_BUSINESS,VALUE_PROPOSITION,CONFERENCE,SPRINT,Susan Stockell
45321,3.060345846E7,81.01,NEW_BUSINESS,CLOSED_WON,SELF_GENERATED,J.P. MORGAN,Constantine Boseley
39762,2.684968812E7,43.64,NEW_BUSINESS,VALUE_PROPOSITION,EMPLOYEE,UPS,Arly Bownas
14025,9470521.5,43.53,NEW_BUSINESS,PROSPECTING,WEB_SITE,GENERAL MOTORS,Isabelle Epsly
49512,3.343347312E7,84.5,EXISTING_BUSINESS,CLOSED_LOST,SELF_GENERATED,FARMERS INSURANCE,Ella Quickenden
18186,1.228027836E7,44.71,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,TRADE_SHOW,LINKEDIN,Constantine Boseley
45688,3.085127888E7,91.65,NEW_BUSINESS,PERCEPTION_ANALYSIS,TRADE_SHOW,THALES,Brandea Royan
13553,9151798.0,98.01,EXISTING_BUSINESS,NEEDS_ANALYSIS,EMPLOYEE,SAMSUNG ELECTRONICS,Hanny Hubble
20670,1.39576242E7,33.03,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,SELF_GENERATED,T-MOBILE,Jephthah Hrishchenko
44565,3.00929619E7,45.8,EXISTING_BUSINESS,VALUE_PROPOSITION,CONFERENCE,PFIZER,Marwin Ommundsen
35541,2.399941566E7,95.13,NEW_BUSINESS,PERCEPTION_ANALYSIS,SELF_GENERATED,FARMERS INSURANCE,Constantine Boseley
15584,1.052325184E7,61.02,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,EXISTING_CUSTOMER,HEWLETT-PACKARD,Brandea Royan
33965,2.29352059E7,46.63,EXISTING_BUSINESS,VALUE_PROPOSITION,OTHER,GOLDMAN SACHS,Arly Bownas
11986,8093666.36,68.93,NEW_BUSINESS,PERCEPTION_ANALYSIS,CAMPAIGN,3M HEALTH CARE,Susan Stockell
24058,1.624540508E7,72.94,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,CONFERENCE,SPRINT,Brena Bass
19203,1.296701778E7,64.93,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,CAMPAIGN,PWC,Theo Beacock
38748,2.616497448E7,88.33,NEW_BUSINESS,VALUE_PROPOSITION,EMPLOYEE,SCHNEIDER ELECTRIC,Hanny Hubble
41544,2.805300144E7,54.34,EXISTING_BUSINESS,NEEDS_ANALYSIS,EMAIL,J.P. MORGAN,Ella Quickenden
49237,3.324777662E7,68.73,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,OTHER,KPMG,Theo Beacock
18827,1.271312002E7,96.57,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,EXISTING_CUSTOMER,DELTA AIR LINES,Shaina Clotworthy
13442,9076844.0,52.93,EXISTING_BUSINESS,PROSPECTING,COLD_CALL,DEPARTMENT OF VETERANS AFFAIRS,Marwin Ommundsen
41443,2.798480018E7,85.27,NEW_BUSINESS,PERCEPTION_ANALYSIS,CONFERENCE,THE DOW CHEMICAL COMPANY,Brena Bass
17554,1.185351404E7,35.66,NEW_BUSINESS,CLOSED_LOST,OTHER,COSTCO WHOLESALE,Shaina Clotworthy
40570,2.73952982E7,84.01,NEW_BUSINESS,PROSPECTING,TRADE_SHOW,US NAVY,Susan Stockell
22672,1.530949472E7,73.28,EXISTING_BUSINESS,CLOSED_LOST,EMPLOYEE,PEPSICO,Susan Stockell
11019,7440689.0,64.02,NEW_BUSINESS,CLOSED_WON,CONFERENCE,JOHNSON CONTROLS,Jacquenetta Hackly
42097,2.842642022E7,83.08,EXISTING_BUSINESS,CLOSED_WON,EXISTING_CUSTOMER,KPMG,Daniel Ghion
46822,3.161702372E7,34.66,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,EMAIL,JPMORGAN CHASE & CO.,Daniel Ghion
22166,1.496781316E7,30.55,EXISTING_BUSINESS,NEEDS_ANALYSIS,SELF_GENERATED,MERCK,Isabelle Epsly
46385,3.13219351E7,93.35,EXISTING_BUSINESS,PROSPECTING,EMPLOYEE,PROCTER & GAMBLE,Marwin Ommundsen
33808,2.282919008E7,92.85,NEW_BUSINESS,CLOSED_LOST,SELF_GENERATED,DELOITTE,Orelle Derham
14494,9787218.0,76.02,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,CAMPAIGN,AVON,Somerset Dowty
17979,1.214049954E7,76.77,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,PARTNER,THE COCA-COLA COMPANY,Somerset Dowty
30298,2.045902748E7,90.3,NEW_BUSINESS,NEEDS_ANALYSIS,CONFERENCE,SPRINT,Jacquenetta Hackly
16062,1.084602612E7,42.97,NEW_BUSINESS,CLOSED_WON,EMPLOYEE,DELL,Link Ganforth
39516,2.668357416E7,30.36,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,DIRECT_MAIL,IQVIA,Theo Beacock
26982,1.821986532E7,43.49,NEW_BUSINESS,NEEDS_ANALYSIS,OTHER,THE DOW CHEMICAL COMPANY,Marwin Ommundsen
39297,2.653569222E7,39.18,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,EXISTING_CUSTOMER,CATERPILLAR INC.,Ella Quickenden
24229,1.636087454E7,84.41,EXISTING_BUSINESS,CLOSED_WON,OTHER,UNITEDHEALTH GROUP,Lenee Norgan
16833,1.136665158E7,73.51,NEW_BUSINESS,CLOSED_WON,EXISTING_CUSTOMER,HEWLETT-PACKARD,Kellsie Vickress
47845,3.23078147E7,93.41,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,SELF_GENERATED,HEWLETT-PACKARD,Kellsie Vickress
45578,3.077700028E7,71.88,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,CONFERENCE,WALMART,Shaina Clotworthy
35446,2.393526596E7,33.99,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,CONFERENCE,DEPARTMENT OF VETERANS AFFAIRS,Luce Cholwell
25693,1.734945518E7,31.16,NEW_BUSINESS,VALUE_PROPOSITION,WORD_OF_MOUTH,JLL,Leona Knaggs
13126,8863462.0,70.87,NEW_BUSINESS,VALUE_PROPOSITION,CAMPAIGN,NIKE,Lenee Norgan
34544,2.332618144E7,71.37,NEW_BUSINESS,CLOSED_LOST,EXISTING_CUSTOMER,BAKER HUGHES,Xever Canby
43448,2.933869648E7,55.72,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,EXISTING_CUSTOMER,UPS,Constantine Boseley
21407,1.445529082E7,48.76,NEW_BUSINESS,PROSPECTING,EMPLOYEE,EXXONMOBIL,Xever Canby
28534,1.926786884E7,77.4,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,CONFERENCE,DELL,Ella Quickenden
23622,1.595099172E7,51.02,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,PARTNER,UBER,Orelle Derham
31045,2.09634467E7,47.5,NEW_BUSINESS,CLOSED_WON,EXISTING_CUSTOMER,WALGREENS,Jephthah Hrishchenko
14822,1.000870372E7,63.48,NEW_BUSINESS,PERCEPTION_ANALYSIS,CAMPAIGN,3M HEALTH CARE,Susan Stockell
16559,1.118163034E7,59.76,NEW_BUSINESS,VALUE_PROPOSITION,PARTNER,STATE FARM,Daniel Ghion
39172,2.645128472E7,51.54,EXISTING_BUSINESS,CLOSED_LOST,EMAIL,JPMORGAN CHASE & CO.,Marwin Ommundsen
16821,1.135854846E7,69.59,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,EMAIL,KPMG,Lenee Norgan
32607,2.201820282E7,79.85,EXISTING_BUSINESS,NEEDS_ANALYSIS,COLD_CALL,XEROX,Jephthah Hrishchenko
36191,2.443833466E7,50.94,EXISTING_BUSINESS,CLOSED_WON,CAMPAIGN,SOCIAL SECURITY ADMINISTRATION,Kellsie Vickress
11155,7532525.3,34.13,EXISTING_BUSINESS,NEEDS_ANALYSIS,PARTNER,ELI LILLY AND COMPANY,Link Ganforth
31645,2.13686027E7,36.79,NEW_BUSINESS,VALUE_PROPOSITION,EXISTING_CUSTOMER,BNY MELLON,Susan Stockell
45458,3.069596908E7,42.34,NEW_BUSINESS,CLOSED_WON,COLD_CALL,MARRIOTT INTERNATIONAL,Kassandra Medley
10610,7164508.0,67.64,NEW_BUSINESS,CLOSED_LOST,EMPLOYEE,EXXONMOBIL,Jephthah Hrishchenko
15430,1.04192618E7,62.32,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,PUBLIC_RELATIONS,SCHLUMBERGER,Kassandra Medley
11345,7660824.7,77.6,NEW_BUSINESS,PROSPECTING,EMPLOYEE,ADP,Irwinn Airdrie
15477,1.045099902E7,79.27,NEW_BUSINESS,CLOSED_WON,DIRECT_MAIL,MONDELÄ“Z INTERNATIONAL,Luce Cholwell
14374,9706187.0,63.46,EXISTING_BUSINESS,VALUE_PROPOSITION,CONFERENCE,"LOWE'S COMPANIES, INC.",Xever Canby
23128,1.561741328E7,59.36,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,WORD_OF_MOUTH,HEWLETT-PACKARD,Jephthah Hrishchenko
26271,1.773975546E7,51.26,NEW_BUSINESS,CLOSED_LOST,TRADE_SHOW,DELL EMC,Luce Cholwell
18485,1.24821811E7,94.68,EXISTING_BUSINESS,PROSPECTING,COLD_CALL,XEROX,Xever Canby
20426,1.379286076E7,44.23,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,EMPLOYEE,ABBOTT,Brena Bass
24446,1.650740596E7,96.16,EXISTING_BUSINESS,CLOSED_LOST,CONFERENCE,METLIFE,Kassandra Medley
39628,2.675920328E7,42.19,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,CAMPAIGN,MERRILL LYNCH,Theo Beacock
49639,3.351923114E7,54.38,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,PARTNER,CONVERGYS,Xever Canby
13636,9207845.0,70.31,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,SELF_GENERATED,FARMERS INSURANCE,Brandea Royan
49480,3.34118648E7,56.9,NEW_BUSINESS,CLOSED_WON,WORD_OF_MOUTH,CHEVRON,Somerset Dowty
26705,1.80328183E7,61.12,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,OTHER,AIG,Ella Quickenden
23148,1.563091848E7,96.62,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,WEB_SITE,SPRINT,Theo Beacock
18268,1.233564968E7,49.57,EXISTING_BUSINESS,PROSPECTING,DIRECT_MAIL,STATE FARM,Isabelle Epsly
44143,2.980800218E7,66.62,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,DIRECT_MAIL,MONDELÄ“Z INTERNATIONAL,Theo Beacock
22630,1.52811338E7,31.4,NEW_BUSINESS,NEEDS_ANALYSIS,EMPLOYEE,NIELSEN,Isabelle Epsly
32621,2.202765646E7,68.52,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,DIRECT_MAIL,STATE STREET,Marwin Ommundsen
49783,3.361646858E7,64.31,NEW_BUSINESS,PERCEPTION_ANALYSIS,PUBLIC_RELATIONS,"LOWE'S COMPANIES, INC.",Brena Bass
32666,2.205804316E7,97.51,NEW_BUSINESS,CLOSED_WON,EMPLOYEE,NIKE,Brandea Royan
38138,2.575306588E7,66.05,NEW_BUSINESS,CLOSED_WON,EMAIL,ORACLE,Kellsie Vickress
22665,1.53047679E7,59.26,EXISTING_BUSINESS,NEEDS_ANALYSIS,EMPLOYEE,WALGREENS,Irwinn Airdrie
48407,3.268731082E7,65.51,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,EMAIL,JOHNSON CONTROLS,Ella Quickenden
26327,1.777757002E7,78.23,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,CAMPAIGN,CVS HEALTH,Hanny Hubble
48122,3.249486172E7,81.47,NEW_BUSINESS,NEEDS_ANALYSIS,WEB_SITE,BOEING,Irwinn Airdrie
34592,2.335859392E7,94.09,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,SELF_GENERATED,INTEL CORPORATION,Xever Canby
31760,2.14462576E7,53.29,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,PARTNER,MEDTRONIC,Shaina Clotworthy
33333,2.250844158E7,38.1,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,SELF_GENERATED,PNC,Xever Canby
13550,9149773.0,30.61,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,WORD_OF_MOUTH,AMERICAN EXPRESS,Jacquenetta Hackly
48798,3.295133748E7,59.74,NEW_BUSINESS,CLOSED_LOST,EXISTING_CUSTOMER,ALLSTATE,Isabelle Epsly
27260,1.84075876E7,77.61,NEW_BUSINESS,CLOSED_WON,SELF_GENERATED,FARMERS INSURANCE,Brandea Royan
24652,1.664650952E7,81.52,NEW_BUSINESS,CLOSED_LOST,CAMPAIGN,BOEING,Lenee Norgan
38517,2.600898942E7,53.43,EXISTING_BUSINESS,CLOSED_WON,OTHER,VERIZON,Luce Cholwell
17121,1.156112646E7,32.85,NEW_BUSINESS,NEEDS_ANALYSIS,CAMPAIGN,RAYTHEON,Susan Stockell
20465,1.38191959E7,66.09,NEW_BUSINESS,PERCEPTION_ANALYSIS,CONFERENCE,MARRIOTT INTERNATIONAL,Daniel Ghion
40268,2.719136968E7,64.75,NEW_BUSINESS,VALUE_PROPOSITION,COLD_CALL,NOVO NORDISK,Kassandra Medley
42411,2.863845186E7,35.31,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,PUBLIC_RELATIONS,CHEVRON,Xever Canby
36010,2.43161126E7,70.3,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,WORD_OF_MOUTH,KROGER,Kassandra Medley
35166,2.374619316E7,81.68,EXISTING_BUSINESS,CLOSED_LOST,OTHER,UNITED STATES MARINE CORPS,Arly Bownas
16504,1.114449104E7,92.97,EXISTING_BUSINESS,CLOSED_LOST,DIRECT_MAIL,STARBUCKS,Theo Beacock
28846,1.947854996E7,51.04,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,OTHER,T-MOBILE,Kellsie Vickress
25096,1.694632496E7,98.93,NEW_BUSINESS,CLOSED_WON,PARTNER,DELTA AIR LINES,Somerset Dowty
13285,8970829.0,51.92,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,EMAIL,HALLIBURTON,Luce Cholwell
41534,2.804624884E7,47.42,NEW_BUSINESS,NEEDS_ANALYSIS,OTHER,SPRINT,Irwinn Airdrie
35473,2.395349798E7,84.7,NEW_BUSINESS,NEEDS_ANALYSIS,WEB_SITE,ORACLE,Susan Stockell
41526,2.804084676E7,90.29,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,DIRECT_MAIL,NIKE,Brena Bass
30520,2.06089352E7,82.0,NEW_BUSINESS,VALUE_PROPOSITION,EMPLOYEE,GENERAL MOTORS,Constantine Boseley
32677,2.206547102E7,72.07,NEW_BUSINESS,PERCEPTION_ANALYSIS,EMPLOYEE,CBRE,Shaina Clotworthy
23670,1.59834042E7,35.97,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,WEB_SITE,ORACLE,Jacquenetta Hackly
34611,2.337142386E7,98.23,NEW_BUSINESS,PROSPECTING,TRADE_SHOW,MCDONALD'S CORPORATION,Lenee Norgan
30898,2.086418348E7,60.48,NEW_BUSINESS,NEEDS_ANALYSIS,EXISTING_CUSTOMER,WALGREENS,Isabelle Epsly
41273,2.787000598E7,93.95,NEW_BUSINESS,PERCEPTION_ANALYSIS,DIRECT_MAIL,STARBUCKS,Leona Knaggs
14111,9528593.0,90.39,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,SELF_GENERATED,DELOITTE,Lenee Norgan
16411,1.108169186E7,53.29,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,PARTNER,JPMORGAN CHASE & CO.,Brandea Royan
12257,8276661.0,53.7,NEW_BUSINESS,VALUE_PROPOSITION,WEB_SITE,FIDELITY INVESTMENTS,Jephthah Hrishchenko
13746,9282123.0,97.89,EXISTING_BUSINESS,CLOSED_LOST,SELF_GENERATED,ORACLE,Hanny Hubble
23508,1.587401208E7,46.64,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,OTHER,MERCK,Daniel Ghion
49921,3.370965446E7,97.24,NEW_BUSINESS,CLOSED_LOST,CAMPAIGN,AVON,Xever Canby
32245,2.17737587E7,46.43,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,OTHER,SPRINT,Daniel Ghion
41387,2.794698562E7,54.07,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,TRADE_SHOW,THE WALT DISNEY COMPANY,Arly Bownas
24912,1.682207712E7,30.43,NEW_BUSINESS,CLOSED_WON,OTHER,KPMG,Jacquenetta Hackly
31941,2.156847966E7,99.58,EXISTING_BUSINESS,CLOSED_WON,PUBLIC_RELATIONS,UNITEDHEALTH GROUP,Brena Bass
43820,2.95898932E7,96.31,EXISTING_BUSINESS,CLOSED_WON,CONFERENCE,DELL,Brena Bass
19991,1.349912266E7,73.65,EXISTING_BUSINESS,NEEDS_ANALYSIS,WORD_OF_MOUTH,STARBUCKS,Marwin Ommundsen
28956,1.955282856E7,33.84,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,EXISTING_CUSTOMER,SPRINT,Susan Stockell
17268,1.166038968E7,53.24,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,OTHER,UBER,Link Ganforth
20642,1.393871692E7,63.11,NEW_BUSINESS,PERCEPTION_ANALYSIS,WEB_SITE,JACOBS,Link Ganforth
17780,1.20061228E7,34.96,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,OTHER,HP,Hanny Hubble
19614,1.324454964E7,61.54,NEW_BUSINESS,PROSPECTING,EMPLOYEE,UNITED STATES POSTAL SERVICE,Jacquenetta Hackly
45821,3.094108846E7,45.42,NEW_BUSINESS,PROSPECTING,SELF_GENERATED,HALLIBURTON,Hanny Hubble
27962,1.888162012E7,40.25,NEW_BUSINESS,CLOSED_WON,PARTNER,HILTON WORLDWIDE,Jephthah Hrishchenko
29323,1.980064898E7,39.14,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,PARTNER,TARGET,Jacquenetta Hackly
31056,2.097087456E7,71.28,NEW_BUSINESS,CLOSED_LOST,PARTNER,APPLE,Jacquenetta Hackly
42300,2.8563498E7,55.64,EXISTING_BUSINESS,CLOSED_LOST,WORD_OF_MOUTH,SALESFORCE,Hanny Hubble
40006,2.701445156E7,88.28,NEW_BUSINESS,VALUE_PROPOSITION,SELF_GENERATED,DELOITTE,Kellsie Vickress
46061,3.110315086E7,38.63,NEW_BUSINESS,PERCEPTION_ANALYSIS,EMAIL,JPMORGAN CHASE & CO.,Ella Quickenden
39260,2.65107076E7,56.17,NEW_BUSINESS,VALUE_PROPOSITION,TRADE_SHOW,ARMY NATIONAL GUARD,Jephthah Hrishchenko
43689,2.950143414E7,68.8,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,PUBLIC_RELATIONS,MEDTRONIC,Brandea Royan
44955,3.03563133E7,64.02,NEW_BUSINESS,VALUE_PROPOSITION,WEB_SITE,SOCIAL SECURITY ADMINISTRATION,Luce Cholwell
11384,7687159.0,80.81,EXISTING_BUSINESS,VALUE_PROPOSITION,CAMPAIGN,SALESFORCE,Hanny Hubble
39674,2.679026524E7,84.43,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,WEB_SITE,APPLE,Somerset Dowty
16239,1.096554714E7,81.88,NEW_BUSINESS,VALUE_PROPOSITION,SELF_GENERATED,DXC TECHNOLOGY,Theo Beacock
46258,3.123617708E7,87.38,NEW_BUSINESS,PERCEPTION_ANALYSIS,OTHER,KPMG,Constantine Boseley
16435,1.10978981E7,98.08,EXISTING_BUSINESS,NEEDS_ANALYSIS,TRADE_SHOW,THE HOME DEPOT,Brena Bass
20818,1.405756268E7,33.89,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,CAMPAIGN,SOCIAL SECURITY ADMINISTRATION,Ella Quickenden
23250,1.5699795E7,31.26,EXISTING_BUSINESS,CLOSED_WON,EMPLOYEE,CHEVRON,Kassandra Medley
27826,1.878978476E7,72.33,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,EXISTING_CUSTOMER,WALMART,Theo Beacock
26065,1.76006519E7,52.09,EXISTING_BUSINESS,PROSPECTING,DIRECT_MAIL,HERBALIFE,Hanny Hubble
